"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000270978",9,6,2,5,14,2
"ENSG00000222308",0,0,0,0,0,0
"ENSG00000201623",0,0,0,0,0,0
"ENSG00000182631",836,429,295,105,509,139
"ENSG00000164175",371,427,264,795,269,217
"ENSG00000250914",2,4,2,3,4,6
"ENSG00000273294",12,3,0,0,11,9
"ENSG00000250767",1,0,0,0,1,0
"ENSG00000082196",210,222,151,88,266,147
"ENSG00000278900",0,0,0,0,0,1
"ENSG00000279995",0,0,0,0,0,0
"ENSG00000271771",0,9,4,0,3,3
"ENSG00000243959",2,1,0,1,4,0
"ENSG00000207420",0,0,2,0,0,0
"ENSG00000169258",10559,8319,6218,8830,23644,7528
"ENSG00000074317",3386,3479,284,994,3241,2096
"ENSG00000266329",0,0,0,0,0,0
"ENSG00000175766",111,51,22,19,89,16
"ENSG00000048140",7748,7138,2316,4513,14543,9001
"ENSG00000151304",1999,1260,1040,697,1949,1815
"ENSG00000113083",1258,1474,1152,855,844,2898
"ENSG00000181163",81153,71338,121991,85764,86290,97799
"ENSG00000164182",3611,2705,2077,2278,3426,2473
"ENSG00000168671",88,176,114,208,741,331
"ENSG00000251591",0,0,0,0,0,0
"ENSG00000164187",6715,3742,5310,3197,7079,4116
"ENSG00000207756",0,0,3,0,0,0
"ENSG00000201223",1,0,1,0,0,0
"ENSG00000152620",5275,6392,4949,6021,6515,5536
"ENSG00000245711",21,18,58,6,9,12
"ENSG00000145604",5244,7078,2547,3219,12510,13978
"ENSG00000145907",20870,25568,18962,22064,34826,44375
"ENSG00000259757",0,0,0,0,0,0
"ENSG00000170561",725,342,1746,662,1518,1405
"ENSG00000281560",0,0,0,0,0,1
"ENSG00000169252",14,33,90,164,66,174
"ENSG00000164287",75,396,28,237,44,198
"ENSG00000164403",575,541,270,529,766,1096
"ENSG00000131437",11252,9560,8705,7430,17400,10505
"ENSG00000155508",7573,9632,8652,11423,13164,9954
"ENSG00000158985",5877,7022,4511,6625,8183,7428
"ENSG00000164266",5,1,0,16,1,1
"ENSG00000050748",8051,6908,6488,5713,9408,5654
"ENSG00000197226",21653,19084,12489,15990,32823,33759
"ENSG00000151881",1779,1284,645,898,1123,1085
"ENSG00000156453",3216,2331,2661,2101,9721,6267
"ENSG00000082074",22,6,6,0,8,6
"ENSG00000164172",5772,6061,4062,4868,7196,4830
"ENSG00000253067",0,0,0,0,0,0
"ENSG00000227616",0,0,0,0,0,0
"ENSG00000235775",0,0,0,0,0,0
"ENSG00000224015",0,0,0,0,0,0
"ENSG00000237714",0,5,0,0,4,4
"ENSG00000224431",9,4,53,0,13,0
"ENSG00000283678",0,0,0,0,0,0
"ENSG00000131435",4963,5693,3608,6816,7631,7016
"ENSG00000197208",332,278,89,100,277,139
"ENSG00000263597",0,0,0,0,0,0
"ENSG00000206682",0,0,2,0,0,0
"ENSG00000082213",5385,5703,5029,3983,7941,6025
"ENSG00000279923",38,43,27,58,34,43
"ENSG00000199765",0,0,0,0,0,0
"ENSG00000072682",4094,8906,5227,6430,9069,14869
"ENSG00000091010",8,26,32,28,47,44
"ENSG00000271724",0,0,0,0,0,0
"ENSG00000248842",0,0,0,0,0,0
"ENSG00000277568",1,1,5,0,0,1
"ENSG00000250407",1,0,4,0,0,0
"ENSG00000280646",0,0,0,0,0,0
"ENSG00000241291",0,0,0,0,0,0
"ENSG00000113360",9711,10851,4262,4822,19984,13037
"ENSG00000207222",0,0,0,0,1,0
"ENSG00000240250",0,0,0,0,0,0
"ENSG00000280420",4,4,0,11,2,2
"ENSG00000156475",4905,4426,1453,2163,16063,2565
"ENSG00000248568",0,2,0,4,0,8
"ENSG00000249553",0,0,0,0,0,0
"ENSG00000286468",0,0,0,0,0,0
"ENSG00000250343",13,1,15,5,0,2
"ENSG00000285868",28,27,42,15,53,8
"ENSG00000172568",0,0,1,0,0,0
"ENSG00000251405",44,79,100,62,22,10
"ENSG00000248544",9,34,53,27,16,7
"ENSG00000253155",0,0,0,0,0,0
"ENSG00000172548",2466,3095,2564,2149,3141,148
"ENSG00000253519",11,14,31,9,2,0
"ENSG00000247372",1,7,1,3,9,0
"ENSG00000113161",16694,19078,38586,25165,24958,29039
"ENSG00000242198",3,10,71,7,19,11
"ENSG00000050767",6861,8994,4117,8317,9533,11466
"ENSG00000271681",0,0,0,0,0,0
"ENSG00000253698",0,0,0,0,0,1
"ENSG00000242341",0,0,0,0,0,0
"ENSG00000245688",12,23,1,13,21,13
"ENSG00000252464",6,2,3,1,3,0
"ENSG00000176783",7042,7426,5825,6538,8425,8825
"ENSG00000249140",2,0,0,0,0,4
"ENSG00000244945",36,23,105,11,37,35
"ENSG00000204661",29,6,4,5,25,32
"ENSG00000228259",0,1,0,0,30,12
"ENSG00000250999",74,39,47,44,97,33
"ENSG00000204659",3,4,2,1,4,5
"ENSG00000225051",37,70,77,113,46,48
"ENSG00000127022",99888,120905,127579,124332,142775,128820
"ENSG00000222178",0,0,0,0,0,0
"ENSG00000242292",0,0,0,0,0,0
"ENSG00000274441",2,0,0,0,0,0
"ENSG00000272103",40,36,63,18,42,37
"ENSG00000285967",6890,6607,2013,2077,17334,7141
"ENSG00000249850",12,2,12,4,26,9
"ENSG00000248462",0,0,0,0,0,0
"ENSG00000243744",0,8,0,10,6,8
"ENSG00000251423",2,0,0,0,8,2
"ENSG00000183876",590,480,836,1258,1747,1351
"ENSG00000070814",14280,13506,13115,10658,27002,17629
"ENSG00000286331",4,31,139,110,54,92
"ENSG00000164587",153664,127042,147773,171647,137886,169633
"ENSG00000079215",4807,4525,4743,7556,5198,7098
"ENSG00000094880",5958,7508,3447,4389,10779,9263
"ENSG00000249851",0,0,0,0,0,0
"ENSG00000158402",1421,1655,119,418,2337,2686
"ENSG00000120709",12671,13678,10727,12453,21357,36833
"ENSG00000249971",0,0,0,0,0,0
"ENSG00000120733",26321,26425,12601,13369,54940,45503
"ENSG00000271196",0,2,0,0,1,0
"ENSG00000120738",6748,12265,1034,4939,3626,26687
"ENSG00000241458",0,12,8,6,4,6
"ENSG00000197603",6279,3877,3959,2194,11404,6260
"ENSG00000285914",0,0,0,0,0,0
"ENSG00000253110",0,0,0,0,0,0
"ENSG00000185662",0,0,0,0,0,0
"ENSG00000072803",17956,19271,29179,26963,27121,19267
"ENSG00000197536",42,74,54,90,153,91
"ENSG00000202533",0,4,0,0,0,0
"ENSG00000113525",0,0,0,4,4,0
"ENSG00000251183",0,0,0,0,0,2
"ENSG00000261382",4,0,0,0,0,0
"ENSG00000055147",4640,4359,1106,1895,6797,4423
"ENSG00000037749",8180,8376,3870,5626,13406,9274
"ENSG00000125347",305,404,241,364,927,1157
"ENSG00000248493",0,0,0,0,0,0
"ENSG00000176087",7971,10224,3686,5378,13155,13388
"ENSG00000283602",0,0,0,0,2,1
"ENSG00000200275",0,0,0,0,0,0
"ENSG00000286690",0,0,0,0,0,0
"ENSG00000253370",0,0,0,0,1,0
"ENSG00000254163",0,0,0,0,1,0
"ENSG00000199468",0,0,0,0,0,0
"ENSG00000231989",20,8,6,6,32,12
"ENSG00000170624",2101,1271,1263,1259,1216,992
"ENSG00000086189",1450,1292,1095,1080,1647,1792
"ENSG00000226544",6,6,6,2,30,2
"ENSG00000223497",0,0,0,0,0,0
"ENSG00000206770",0,0,0,0,0,0
"ENSG00000249085",30,10,4,2,22,7
"ENSG00000263593",0,0,0,0,0,0
"ENSG00000242602",6,0,12,2,4,4
"ENSG00000271926",2,9,2,4,26,33
"ENSG00000272081",25,24,6,19,58,51
"ENSG00000251467",0,6,6,2,3,3
"ENSG00000248930",0,0,0,0,0,0
"ENSG00000184349",2672,5906,2183,12522,13875,11769
"ENSG00000249959",1,0,0,0,4,0
"ENSG00000248827",0,0,4,0,0,0
"ENSG00000239708",0,0,0,0,0,0
"ENSG00000251732",0,0,0,0,0,0
"ENSG00000249577",46,49,7,7,28,45
"ENSG00000271766",4,0,0,2,8,4
"ENSG00000250859",4,99,8,52,119,121
"ENSG00000164244",8972,8989,16652,11188,13974,16588
"ENSG00000282925",0,0,0,0,0,0
"ENSG00000248799",0,0,0,0,1,0
"ENSG00000251032",0,0,2,0,0,0
"ENSG00000250603",0,0,2,0,0,0
"ENSG00000204928",0,0,0,0,1,2
"ENSG00000134058",3214,3352,3064,2312,4118,3955
"ENSG00000183323",1439,1081,269,387,698,99
"ENSG00000213830",3,2,12,5,9,3
"ENSG00000215006",6,343,9,274,268,181
"ENSG00000271045",0,4,0,0,0,0
"ENSG00000085231",3964,2682,1985,2445,2902,3015
"ENSG00000152942",5653,4715,5287,5005,6431,4169
"ENSG00000152939",396,459,242,968,503,602
"ENSG00000244717",0,0,0,0,2,0
"ENSG00000249295",0,0,2,0,0,0
"ENSG00000266477",0,0,0,0,0,0
"ENSG00000212260",0,0,0,0,0,0
"ENSG00000183474",1106,551,547,221,656,641
"ENSG00000197822",312,368,770,524,897,1067
"ENSG00000113396",102,174,97,76,230,421
"ENSG00000248634",2,5,0,0,2,11
"ENSG00000288697",0,0,0,0,0,0
"ENSG00000066583",5420,6241,3642,4661,5904,6708
"ENSG00000264563",0,0,0,0,0,0
"ENSG00000286274",0,0,0,0,0,1
"ENSG00000250448",46,52,2,4,18,1
"ENSG00000248403",0,0,0,0,0,0
"ENSG00000248150",1,0,0,0,2,0
"ENSG00000249737",2,0,0,0,0,0
"ENSG00000173545",5222,5753,5426,5136,7552,7797
"ENSG00000250415",5,6,0,0,1,5
"ENSG00000201370",0,0,0,0,0,0
"ENSG00000288622",0,0,0,0,2,0
"ENSG00000171617",22126,21846,7620,9833,30480,19490
"ENSG00000256235",972,1359,1574,2233,1598,2855
"ENSG00000112893",4421,3085,4149,4691,3449,5216
"ENSG00000113739",1571,5687,6487,8613,11728,28350
"ENSG00000182613",4,0,0,0,0,1
"ENSG00000177721",175,184,211,154,58,89
"ENSG00000113108",4700,4721,1847,1861,7357,2212
"ENSG00000169777",16,18,0,6,10,6
"ENSG00000146094",102,63,60,70,701,412
"ENSG00000249541",0,0,0,0,0,0
"ENSG00000251374",6,5,0,0,4,4
"ENSG00000186468",58704,85531,65419,118367,78051,83919
"ENSG00000172795",5850,6318,9593,7123,13558,9183
"ENSG00000168916",17473,15865,14460,12096,38237,33735
"ENSG00000249112",0,0,14,1,0,0
"ENSG00000251456",0,0,0,0,0,2
"ENSG00000242814",0,0,0,0,1,1
"ENSG00000248626",2,20,8,2,6,7
"ENSG00000199398",4,0,1,1,7,0
"ENSG00000113312",5780,6522,4706,5465,7906,7000
"ENSG00000223908",0,0,8,0,0,1
"ENSG00000247699",4,2,0,0,0,0
"ENSG00000145808",275,170,290,407,591,1475
"ENSG00000145632",1950,2612,12712,11576,5861,10451
"ENSG00000271257",0,0,0,0,0,0
"ENSG00000265699",0,0,0,0,0,0
"ENSG00000250127",0,0,0,0,0,0
"ENSG00000250958",0,0,0,0,0,0
"ENSG00000250682",49,92,47,97,19,2
"ENSG00000247402",0,0,0,0,0,0
"ENSG00000286338",0,2,0,0,1,0
"ENSG00000175749",2,3,0,0,11,27
"ENSG00000145723",2252,1357,747,847,1687,868
"ENSG00000185372",14,0,0,0,0,0
"ENSG00000251724",0,0,0,0,0,0
"ENSG00000251663",0,0,0,0,0,0
"ENSG00000113163",8169,7504,10066,7556,11683,8902
"ENSG00000248881",0,0,0,0,0,0
"ENSG00000189045",205,86,37,16,57,13
"ENSG00000039139",108,44,20,22,186,72
"ENSG00000049167",2303,1810,1025,1141,3329,2198
"ENSG00000235558",75,14,41,3,29,16
"ENSG00000250387",208,139,78,37,88,45
"ENSG00000253985",1,0,0,0,0,0
"ENSG00000249981",0,0,0,0,0,0
"ENSG00000253536",0,0,2,0,2,0
"ENSG00000247911",0,7,2,0,0,0
"ENSG00000164326",2,6,0,0,3,6
"ENSG00000278824",0,0,0,0,0,0
"ENSG00000202092",0,0,0,0,0,0
"ENSG00000213663",0,0,0,2,0,0
"ENSG00000249919",0,0,0,0,0,0
"ENSG00000250895",0,0,0,0,0,0
"ENSG00000234259",0,0,0,0,2,4
"ENSG00000133835",15479,18853,10678,15655,26003,20197
"ENSG00000154153",1631,1236,1485,2475,1871,1546
"ENSG00000083312",30283,23874,29437,22839,47015,44241
"ENSG00000213523",4536,5367,2907,3535,5646,3786
"ENSG00000043143",8030,6208,5791,4887,6231,2476
"ENSG00000120314",2304,1943,2823,1620,4814,2713
"ENSG00000158497",0,0,0,0,0,0
"ENSG00000174339",0,0,0,0,0,0
"ENSG00000173250",2,3,2,0,4,6
"ENSG00000113649",9715,8629,10203,5673,14775,13479
"ENSG00000279446",0,0,0,0,2,0
"ENSG00000204956",32,17,22,7,83,39
"ENSG00000081853",27,14,4,17,68,25
"ENSG00000254245",8,2,1,7,5505,859
"ENSG00000254221",116,59,4,40,166,204
"ENSG00000280026",0,0,0,0,0,0
"ENSG00000262576",12,27,8,5,123,60
"ENSG00000253910",203,55,4,24,209,204
"ENSG00000253485",9,13,2,2,89,16
"ENSG00000262209",8,6,0,4,83,28
"ENSG00000253731",4,8,4,0,86,54
"ENSG00000253537",8,8,0,2,73,20
"ENSG00000253953",1880,1578,669,2068,4434,9053
"ENSG00000253767",36,32,45,81,73,240
"ENSG00000261934",46,71,12,14,68,34
"ENSG00000253846",1380,577,895,448,113,50
"ENSG00000254122",2770,1044,1617,503,7998,6744
"ENSG00000253873",44,47,177,91,899,938
"ENSG00000248449",0,2,28,5,15,34
"ENSG00000279855",0,0,0,0,0,0
"ENSG00000253159",2,10,24,8,48,14
"ENSG00000276545",11,23,10,7,31,48
"ENSG00000273557",4,9,9,0,8,3
"ENSG00000240184",2824,2066,1899,2300,3715,4505
"ENSG00000242020",4,9,12,1,4,4
"ENSG00000242419",650,419,208,243,1527,373
"ENSG00000240764",35,14,66,27,70,37
"ENSG00000246422",0,2,6,0,0,1
"ENSG00000240974",0,0,0,0,0,0
"ENSG00000228737",0,3,7,0,4,0
"ENSG00000171720",8087,8813,2170,4649,13225,11634
"ENSG00000164620",1763,906,1539,1060,2635,910
"ENSG00000276547",105,13,22,34,28,123
"ENSG00000221990",1255,1154,115,234,2387,955
"ENSG00000063438",5,9,43,19,24,11
"ENSG00000145730",12220,16067,5092,9481,25850,25321
"ENSG00000172262",5938,4426,6494,4552,6902,6411
"ENSG00000164241",2,6,3,2,81,18
"ENSG00000214944",3753,3026,3616,2905,2587,1486
"ENSG00000172869",6949,4362,6926,3420,9820,6891
"ENSG00000145908",5843,3643,1645,1497,6891,6860
"ENSG00000086570",45,32,127,16,187,164
"ENSG00000186314",5823,7853,1538,3755,9115,15030
"ENSG00000164329",3438,3321,3537,3556,5001,4054
"ENSG00000131844",3844,4611,2078,3391,8333,5784
"ENSG00000186493",176,125,261,294,476,275
"ENSG00000248473",10,9,10,2,131,10
"ENSG00000146054",139,133,195,74,95,44
"ENSG00000250900",1,7,5,3,1,6
"ENSG00000248514",9,11,25,7,11,12
"ENSG00000286644",0,6,0,2,14,0
"ENSG00000146063",8187,7290,5908,5529,10716,8289
"ENSG00000264732",0,0,0,0,0,0
"ENSG00000247049",0,0,0,0,0,0
"ENSG00000204628",111898,167785,225719,267907,201510,233376
"ENSG00000272296",0,0,0,0,0,0
"ENSG00000264549",0,0,0,0,0,0
"ENSG00000286310",11,1,34,0,0,4
"ENSG00000248103",221,87,337,57,434,230
"ENSG00000274525",65,23,111,18,83,52
"ENSG00000222533",4,2,5,6,10,1
"ENSG00000183718",2008,1725,1504,943,2301,2155
"ENSG00000249647",0,0,0,0,1,0
"ENSG00000270021",224,199,40,54,289,111
"ENSG00000251380",0,0,0,0,0,0
"ENSG00000255833",23,42,29,25,23,2
"ENSG00000249639",0,0,0,0,0,0
"ENSG00000249915",432,273,628,151,543,381
"ENSG00000160867",654,767,600,547,435,236
"ENSG00000240729",1,0,22,6,2,4
"ENSG00000270706",0,0,0,0,0,0
"ENSG00000169228",843,1220,986,1350,1441,1183
"ENSG00000169230",5901,4871,5416,5387,7313,6075
"ENSG00000239393",0,0,0,0,0,2
"ENSG00000169220",1852,1585,922,1515,1943,1567
"ENSG00000028310",4720,4714,3325,2373,7351,6093
"ENSG00000071539",1618,2146,304,593,4310,4831
"ENSG00000287600",10,4,4,3,2,8
"ENSG00000248949",2,2,0,0,10,2
"ENSG00000250173",0,0,0,0,0,0
"ENSG00000272347",51,40,14,42,66,51
"ENSG00000145506",1503,1062,1229,1708,2476,1728
"ENSG00000113504",10851,8412,13299,14923,22215,20516
"ENSG00000263834",8,0,3,0,4,5
"ENSG00000201274",0,0,0,0,0,0
"ENSG00000164405",8746,8256,2568,5615,10988,7147
"ENSG00000164406",111,90,153,86,80,86
"ENSG00000165671",20571,13409,19307,10690,36371,25764
"ENSG00000286634",3,6,18,1,12,10
"ENSG00000113722",27,10,12,24,10,12
"ENSG00000161010",2113,1579,2563,949,2352,1746
"ENSG00000145743",7910,7458,2306,3272,10415,6747
"ENSG00000185305",3086,2497,1188,2202,3761,2315
"ENSG00000067248",6303,4960,2512,2075,7776,5219
"ENSG00000205765",4664,5852,4449,4805,8465,7545
"ENSG00000132563",24420,27329,17429,27441,36856,18518
"ENSG00000113240",3455,1384,4698,3003,2190,2553
"ENSG00000073578",812,2595,1172,3160,2742,1801
"ENSG00000113448",10262,7502,7452,4546,9521,5371
"ENSG00000135083",1872,2352,1757,1924,3149,2550
"ENSG00000170606",30440,30982,27457,27292,60992,39215
"ENSG00000169194",4,2,10,0,0,4
"ENSG00000145734",10433,4993,9575,2723,13368,8944
"ENSG00000151422",4827,3560,1724,1185,7868,5393
"ENSG00000172901",30,13,442,62,18,22
"ENSG00000131504",7388,8675,7329,7989,19503,14806
"ENSG00000217128",4394,5277,8430,7369,8178,7114
"ENSG00000222111",0,0,0,0,0,0
"ENSG00000200648",0,0,0,0,0,0
"ENSG00000113749",160,135,44,94,144,228
"ENSG00000145741",45402,55179,58234,68684,28557,29925
"ENSG00000237693",1,0,10,0,18,17
"ENSG00000069020",1950,1493,2806,2123,4871,6197
"ENSG00000113758",54726,55699,29674,43656,128284,81291
"ENSG00000253305",13093,9762,4540,3703,14743,5314
"ENSG00000175471",603,332,872,675,475,403
"ENSG00000153404",3500,2421,3302,2511,5323,7641
"ENSG00000132915",576,238,26,14,63,16
"ENSG00000251583",0,0,0,6,0,0
"ENSG00000200334",2,0,4,0,0,0
"ENSG00000155850",4760,4949,2728,2974,7709,6528
"ENSG00000197375",2718,2735,1265,1608,2096,1609
"ENSG00000249372",0,0,0,0,0,0
"ENSG00000251605",0,0,0,0,2,0
"ENSG00000200331",0,0,0,0,0,0
"ENSG00000206714",0,0,0,0,0,0
"ENSG00000164404",214,180,48,80,298,155
"ENSG00000188818",596,293,700,263,626,248
"ENSG00000279558",2,0,0,0,0,0
"ENSG00000112852",4961,4695,1484,2743,5411,4450
"ENSG00000272154",23,31,23,10,78,42
"ENSG00000113205",394,440,244,335,1154,672
"ENSG00000272108",229,373,150,283,511,297
"ENSG00000081818",168,225,283,232,565,381
"ENSG00000113209",50,75,676,88,11904,15393
"ENSG00000280029",2,0,4,5,21,26
"ENSG00000113211",94,100,70,33,818,631
"ENSG00000280336",4,8,0,0,0,8
"ENSG00000113212",83,155,20,74,105,114
"ENSG00000120322",39,10,12,5,463,284
"ENSG00000279472",0,0,0,0,17,12
"ENSG00000272674",607,351,250,575,781,222
"ENSG00000279068",2,2,0,5,6,0
"ENSG00000278936",0,0,0,0,0,0
"ENSG00000177839",533,372,285,299,674,382
"ENSG00000279375",29,13,24,23,40,16
"ENSG00000120324",1677,1392,246,827,1585,1001
"ENSG00000197479",216,323,110,254,422,411
"ENSG00000120328",101,101,54,133,540,517
"ENSG00000187372",302,266,144,146,662,863
"ENSG00000120327",1448,1538,316,566,2792,2166
"ENSG00000279983",0,0,0,0,0,0
"ENSG00000113248",1570,928,361,742,3953,3725
"ENSG00000277795",4,2,8,2,6,3
"ENSG00000178913",50544,44703,17569,22261,46279,40744
"ENSG00000120329",7,0,12,0,2,0
"ENSG00000273841",5248,4822,2964,4018,7454,4822
"ENSG00000287067",0,0,0,1,6,4
"ENSG00000270697",0,0,0,0,0,0
"ENSG00000250159",4,0,0,24,91,18
"ENSG00000120729",0,0,10,16,13,5
"ENSG00000078795",10,3,25,2,25,1
"ENSG00000113141",15560,18573,12170,12557,28410,19982
"ENSG00000205464",1229,1256,897,910,1806,1480
"ENSG00000251235",0,2,0,0,3,0
"ENSG00000250574",0,0,0,0,0,0
"ENSG00000249713",0,0,0,0,0,0
"ENSG00000164220",381,256,52,236,864,240
"ENSG00000225407",0,3,2,0,1,0
"ENSG00000277188",0,0,0,0,0,0
"ENSG00000278237",0,0,0,0,0,0
"ENSG00000181104",4761,5127,5681,5887,13550,10005
"ENSG00000164251",58,58,143,94,49,32
"ENSG00000264391",0,0,0,0,0,0
"ENSG00000253295",14,12,0,4,15,15
"ENSG00000213386",7,14,2,9,15,11
"ENSG00000120129",4605,4319,6080,7405,8009,8131
"ENSG00000206741",0,0,0,0,0,0
"ENSG00000270243",0,0,0,0,0,0
"ENSG00000253628",0,0,0,0,0,0
"ENSG00000204758",120,225,152,193,185,130
"ENSG00000254295",3,0,0,0,0,0
"ENSG00000037241",5237,3159,2371,2440,4616,3460
"ENSG00000253785",6,28,4,40,31,18
"ENSG00000113732",4691,4804,5414,7805,4998,6069
"ENSG00000254328",5,7,2,2,5,1
"ENSG00000212402",2,1,5,0,4,8
"ENSG00000207210",0,0,0,0,0,0
"ENSG00000164463",4437,3524,13631,6279,4179,4078
"ENSG00000253439",2,0,4,0,3,2
"ENSG00000253172",0,3,4,1,0,0
"ENSG00000113734",1795,1743,1335,1753,1840,1991
"ENSG00000145642",14,13,0,4,8,1
"ENSG00000153006",8985,9162,8953,8561,11025,10564
"ENSG00000113719",15410,17494,12726,17683,31168,28624
"ENSG00000153015",6450,6920,4908,5164,10252,8498
"ENSG00000146083",8589,10208,10747,13494,27392,15387
"ENSG00000248484",0,0,0,0,0,0
"ENSG00000251446",0,0,0,0,2,0
"ENSG00000248859",19,20,0,2,27,20
"ENSG00000074276",316,190,129,158,928,330
"ENSG00000049192",1809,1434,993,766,2085,2406
"ENSG00000170469",476,579,542,363,702,616
"ENSG00000175857",0,0,0,0,0,0
"ENSG00000246323",32,18,2,1,39,4
"ENSG00000250260",0,6,1,0,16,3
"ENSG00000222924",0,0,0,0,0,0
"ENSG00000061492",6,10,48,21,5,10
"ENSG00000112981",736,541,16,154,853,541
"ENSG00000212460",2,4,0,0,5,3
"ENSG00000199880",0,0,0,0,0,0
"ENSG00000031003",6648,4161,2871,1701,7585,11638
"ENSG00000164347",4027,3242,2168,2383,5609,3119
"ENSG00000207336",0,0,6,0,7,0
"ENSG00000164346",10215,10914,16054,14053,13110,13845
"ENSG00000199645",0,0,0,0,0,0
"ENSG00000250071",2,4,2,6,5,4
"ENSG00000271714",151,113,2,46,188,134
"ENSG00000212363",0,0,0,0,0,0
"ENSG00000198780",6165,4038,8256,6427,7680,5331
"ENSG00000268223",0,0,8,23,18,49
"ENSG00000019582",550,721,60,353,1170,322
"ENSG00000205279",198,40,10,66,66,26
"ENSG00000213347",3644,3863,271,612,4871,4845
"ENSG00000155506",27090,32518,44014,38610,65977,43509
"ENSG00000286818",6,2,0,0,4,0
"ENSG00000241956",55,22,14,12,23,12
"ENSG00000289478",10,0,9,0,6,8
"ENSG00000249808",0,0,0,0,0,0
"ENSG00000250891",10,2,2,3,10,1
"ENSG00000286271",10,16,3,22,15,68
"ENSG00000289462",25,19,0,6,21,3
"ENSG00000289601",4,4,0,0,6,1
"ENSG00000283286",0,0,0,0,0,0
"ENSG00000289184",0,2,0,1,2,0
"ENSG00000289267",10,11,0,0,14,2
"ENSG00000288774",0,0,0,0,0,0
"ENSG00000288936",0,15,17,6,8,0
"ENSG00000289206",4,2,10,5,0,3
"ENSG00000249362",4,0,0,0,0,0
"ENSG00000250358",4,4,0,0,14,10
"ENSG00000249306",2,0,2,2,0,0
"ENSG00000288741",172,130,10,12,303,71
"ENSG00000248323",829,692,294,203,160,37
"ENSG00000249740",7,4,0,7,2,10
"ENSG00000215246",4,0,4,6,0,0
"ENSG00000288799",2,1,0,0,13,3
"ENSG00000283462",2,4,2,0,34,4
"ENSG00000251443",13,0,0,0,0,0
"ENSG00000288846",0,0,0,0,0,0
"ENSG00000249937",353,137,57,177,452,155
"ENSG00000288883",0,0,0,0,0,0
"ENSG00000288740",0,0,0,0,0,0
"ENSG00000250579",162,190,89,108,427,98
"ENSG00000250320",1233,1392,427,429,1385,450
"ENSG00000248663",0,0,2,12,8,6
"ENSG00000289170",0,0,0,0,0,0
"ENSG00000288967",0,0,0,0,0,0
"ENSG00000247199",229,144,113,154,329,114
"ENSG00000289337",0,0,1,0,0,0
"ENSG00000249116",10,0,4,0,0,2
"ENSG00000229666",123,52,32,42,85,54
"ENSG00000289060",22,12,12,2,15,9
"ENSG00000247572",1067,1322,1172,1109,1659,1017
"ENSG00000289540",24,46,12,12,39,39
"ENSG00000289639",32,38,0,20,32,22
"ENSG00000289085",2,5,13,6,0,2
"ENSG00000288965",0,0,0,0,0,0
"ENSG00000289430",0,0,2,0,0,0
"ENSG00000289054",8,0,4,0,0,0
"ENSG00000289306",18,23,87,3,20,8
"ENSG00000178172",6,1,2,0,6,0
"ENSG00000249503",0,0,0,0,0,0
"ENSG00000248109",10,0,0,0,2,0
"ENSG00000214510",0,1,12,1,7,0
"ENSG00000196800",0,0,0,0,0,0
"ENSG00000248966",0,24,0,14,40,54
"ENSG00000248428",0,0,0,0,0,0
"ENSG00000251627",0,0,0,0,0,0
"ENSG00000145777",31,22,465,250,30,22
"ENSG00000253613",0,0,0,0,0,0
"ENSG00000134987",4588,4639,5505,5121,7191,7280
"ENSG00000250728",0,0,0,0,0,0
"ENSG00000214784",176,184,192,252,143,156
"ENSG00000169223",14365,17888,8136,13825,23174,18646
"ENSG00000246334",258,270,400,248,219,288
"ENSG00000250114",0,0,0,0,6,0
"ENSG00000113328",35292,32589,84496,61165,32916,41166
"ENSG00000170584",5861,6018,5490,5692,7211,7039
"ENSG00000072571",2469,2317,200,649,3131,2932
"ENSG00000251018",0,4,1,0,0,2
"ENSG00000285590",0,0,0,0,0,0
"ENSG00000244748",0,2,4,0,0,0
"ENSG00000253572",0,0,0,0,0,0
"ENSG00000287162",0,0,0,0,0,0
"ENSG00000085365",28254,22771,26576,21561,34919,14588
"ENSG00000164256",2,0,4,0,2,0
"ENSG00000248591",0,0,0,0,0,0
"ENSG00000272494",0,0,0,0,0,0
"ENSG00000248469",11,11,6,2,2,2
"ENSG00000251458",0,0,0,0,0,0
"ENSG00000253558",0,10,0,0,4,1
"ENSG00000132842",6465,5250,2731,1765,10100,8734
"ENSG00000164334",0,0,0,0,0,0
"ENSG00000200051",0,0,0,0,0,0
"ENSG00000283717",0,0,0,0,0,0
"ENSG00000200235",20,0,0,0,0,0
"ENSG00000170458",37,60,362,193,69,138
"ENSG00000284325",0,0,0,0,0,0
"ENSG00000199990",8,3,2,0,3,1
"ENSG00000202111",0,0,0,0,0,0
"ENSG00000202515",24,19,2,2,5,2
"ENSG00000038274",8881,11382,9526,12886,14008,10611
"ENSG00000248120",0,0,0,0,0,0
"ENSG00000171495",0,0,6,0,2,0
"ENSG00000251215",0,0,0,0,0,0
"ENSG00000153071",1498,1198,1206,1532,1566,2149
"ENSG00000271334",2,0,0,0,0,0
"ENSG00000251515",0,0,0,0,0,0
"ENSG00000254252",1,0,0,0,0,2
"ENSG00000254171",0,0,0,0,0,0
"ENSG00000229119",186,93,230,198,77,68
"ENSG00000254130",0,1,0,0,6,0
"ENSG00000253713",0,0,0,0,0,0
"ENSG00000253469",0,0,0,0,0,0
