"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000230718",0,0,0,0,0,0
"TSPAN2",1077,982,784,903,2789,2263
"ENSG00000235595",0,0,0,0,0,0
"LINC01776",2,12,0,0,13,27
"RPL26P9",0,0,0,0,0,0
"LRIG2",4719,5083,6444,5350,10624,5753
"ENSG00000279513",10,2,24,12,4,4
"SLC35A3",1663,1847,2368,2485,2870,1926
"ENSG00000280186",52,36,2,9,44,18
"ENSG00000223906",0,0,0,0,0,0
"AGL",46714,27469,22569,16754,32156,20924
"SLC6A17",1751,1606,219,566,1076,425
"ENSG00000259946",0,0,0,2,0,0
"CD101-AS1",14,14,0,8,26,16
"HSD3B2",0,0,0,0,1,2
"ENSG00000228086",2,3,4,2,0,0
"RPL7AP17",0,0,0,0,0,0
"ENSG00000234020",0,0,8,2,0,0
"RPS3AP12",1,2,0,2,0,0
"ENSG00000231072",0,0,0,0,0,0
"LOC101929178",0,5,0,0,0,0
"RNPC3",1331,904,1101,359,1296,642
"SNX7",6797,6046,5020,5190,5977,7165
"LINC01709",7,97,2,129,73,56
"SLC30A7",1605,2579,2957,2249,3395,2573
"SEC22B",12146,8879,9169,6569,11679,7918
"CYP4A44P",0,0,0,0,0,0
"LOC101060164",0,0,0,0,0,0
"PTGFRN",9323,11839,7083,10038,12775,11373
"ENSG00000187481",0,0,0,0,0,0
"BCAS2",7688,8484,6598,6608,10758,9749
"ZNF326",9308,8126,10025,3741,12410,6923
"TENT5C-DT",0,2,0,0,0,1
"TRIM45",1268,1288,647,1051,2457,1165
"ENSG00000223416",1,4,0,0,3,4
"NBPF17P",0,0,0,0,2,6
"SEPTIN2P1",0,0,0,0,0,0
"DPYD-AS2",0,0,0,1,0,0
"VANGL1",4313,4915,2270,2671,4713,4172
"LINC02788",6,1,8,1,1,0
"ENSG00000226755",12,0,0,0,3,0
"LINC01780",21,14,4,1,24,0
"TENT5C",282,198,184,566,214,1395
"ENSG00000277095",0,0,0,0,0,0
"ENSG00000234283",16,25,15,14,11,2
"GAPDHP74",0,0,0,0,0,0
"KMT2CP3",4,2,2,0,0,0
"ENSG00000264145",6,0,0,0,6,0
"MTND5P20",0,0,8,0,0,2
"SYCP1",2,0,0,0,0,0
"ENSG00000224335",0,0,0,0,0,0
"ENSG00000277702",2,10,10,11,15,30
"PIP5K1A",18218,21953,14071,13521,18972,17162
"GDAP2",1890,2317,2653,2669,3952,3221
"NEFHP1",0,0,0,0,0,0
"ENSG00000230546",0,0,0,0,0,0
"ENSG00000213262",0,0,0,0,0,0
"ENSG00000287015",2,2,2,0,0,2
"ENSG00000235526",14,12,0,2,9,3
"ENSG00000228347",0,0,0,0,0,0
"ENSG00000236012",0,2,0,1,0,0
"LOC100419654",0,0,0,0,0,0
"TSHB",0,0,4,1,4,1
"WDR3",4868,5358,3734,3909,7909,6654
"LINC02798",302,237,70,116,151,34
"PSMC1P12",0,2,0,0,0,0
"SLC22A15",939,810,774,747,2060,1286
"SCNM1",5580,8221,4469,5187,6829,4460
"FLG",6,0,0,0,0,0
"ALX3",0,2,2,0,0,1
"ENSG00000228453",0,0,0,0,0,0
"ENSG00000274642",53,4,15,18,147,15
"NHLH2",1108,370,226,1444,5830,1618
"TRIM33",12164,10705,6186,6813,20520,16714
"ENSG00000237975",2,0,2,0,0,0
"ENSG00000261168",234,388,349,370,457,251
"LOC105378930",0,0,0,0,0,1
"ENSG00000229283",0,0,0,0,0,0
"LOC100421116",0,0,0,0,0,0
"LOC105378933",0,0,0,0,0,0
"CDC14A",2386,2867,3736,3235,2415,4229
"CD53",15,4,16,4,11,6
"RLIMP2",0,0,0,0,0,0
"MTIF2P1",0,0,0,0,0,0
"ENSG00000227700",0,0,0,0,2,0
"ENSG00000229911",0,0,0,0,0,0
"FLG2",1,0,0,0,0,0
"SRGAP2C",1121,1086,2454,1694,1681,1710
"ENSG00000270719",0,0,0,0,0,0
"SPAG17",325,351,59,124,1116,980
"SRGAP2-AS1",5,3,6,4,7,1
"TTF2",2084,2451,537,830,6074,4942
"UBE2WP1",0,0,0,0,0,0
"RPL6P2",0,0,0,0,0,0
"SLC6A17-AS1",7,3,0,0,0,7
"ENSG00000214204",0,0,0,1,7,2
"MAGI3",16493,14537,12115,8291,23032,21357
"ENSG00000225650",0,0,0,0,0,0
"KCNC4-DT",6,2,4,6,35,18
"LINC01649",6,9,0,4,55,27
"RPL26P10",0,0,4,0,2,0
"UBL4B",3,8,15,0,4,0
"GABPB2",1436,1871,492,527,1079,1192
"ENSG00000230932",0,0,0,0,0,0
"CD5L",2,0,0,0,70,0
"ENSG00000228826",0,0,0,0,0,0
"LINC01761",0,0,0,0,0,0
"CDK4P1",0,0,0,0,0,0
"ENSG00000228420",11,3,0,0,0,6
"RPS19P2",0,5,3,10,0,1
"ENSG00000250890",0,0,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0
"HAO2-IT1",0,0,0,0,0,0
"ENSG00000286151",49,34,470,52,56,1
"ENSG00000234388",0,0,0,0,0,0
"LINC02772",4,0,3,8,4,2
"ENSG00000233717",0,1,0,0,0,0
"LYSMD1",5860,6966,2655,3827,6907,3206
"ENSG00000241975",47,20,55,5,21,32
"LOC101928952",0,2,0,4,2,2
"ENSG00000270976",0,0,0,0,0,0
"ENSG00000228217",7,39,7,31,135,164
"ENSG00000270342",0,0,0,0,0,0
"DENND2C",797,805,377,350,812,360
"ENSG00000231100",0,0,0,0,0,0
"CD2",0,0,0,2,0,0
"ENSG00000235887",1,0,0,0,2,2
"ENSG00000237460",0,0,0,1,0,0
"RPS15P1",0,0,8,0,4,4
"DEPDC1",2000,1965,880,1179,3391,3045
"ENSG00000236480",4,10,10,4,15,2
"ENSG00000235756",0,0,0,0,0,0
"ENSG00000173810",0,0,0,0,0,0
"ENSG00000235005",0,0,0,0,0,0
"ENSG00000271890",2,0,0,0,0,0
"ENSG00000227425",0,0,0,0,0,0
"ENSG00000225279",90,94,54,60,50,43
"ENSG00000229101",0,0,0,0,0,0
"ENSG00000239216",0,0,0,0,0,0
"ENSG00000283360",0,11,4,0,2,2
"GPR89B",1089,785,589,484,856,603
"ENSG00000227907",0,0,0,0,0,5
"NR1H5P",1,0,0,0,0,0
"ENSG00000261055",0,0,0,0,0,0
"ENSG00000231613",0,0,0,0,0,0
"GTF2B",5261,4434,3625,3650,5928,5323
"MTCO2P21",0,2,0,0,0,0
"DEPDC1-AS2",12,9,9,0,10,21
"TNFSF4",584,567,256,386,482,334
"ENSG00000230946",0,2,14,0,2,0
"ENSG00000226028",0,0,0,0,0,0
"KCNJ9",2399,742,432,181,3443,411
"ENSG00000229021",0,0,0,0,0,0
"ENSG00000203825",0,0,0,0,0,0
"CSF1",2725,2158,929,2602,1767,1805
"MTATP6P14",0,0,0,0,0,0
"ENSG00000242943",0,0,0,0,0,0
"ENSG00000233203",4,3,6,0,2,0
"LOC100421402",16,47,13,17,48,35
"LINC02805",65,46,21,26,11,5
"TNFAIP8L2",14,9,13,3,8,0
"LOC127814295",79,99,15,15,152,74
"FMO8P",4,3,26,13,13,7
"RPL7AP19",0,0,0,0,2,0
"ENSG00000177173",6,1,14,3,14,8
"ENSG00000238022",5,0,4,0,9,0
"LINC01307",139,156,430,307,51,50
"IGSF8",16693,17434,10333,16472,15433,13910
"MPC2",8701,7943,2503,3971,6143,4194
"TLCD4-RWDD3",53,24,18,8,33,27
"SLC25A24P2",0,0,0,0,0,0
"ENSG00000276118",0,0,0,0,0,0
"FMO11P",8,4,4,1,0,0
"LINC00624",26,14,17,0,31,11
"FIRRM",800,663,340,262,1554,1002
"FAM78B",2279,2250,362,558,2534,1053
"ENSG00000275075",0,0,0,0,0,0
"LAMC1",9770,8396,11329,9943,10319,11782
"LOC401957",22,42,0,4,36,27
"ENSG00000227722",0,0,0,1,0,0
"ENSG00000285922",1,6,0,10,23,37
"ENSG00000275801",0,0,0,0,0,0
"MGST3",22687,27598,6732,11865,14678,9573
"CASQ1",269,237,96,209,169,92
"LOC124904441",2,0,0,0,0,0
"ENSG00000232212",0,0,0,0,0,0
"ILF2",38647,51595,17712,27372,54265,42309
"ENSG00000241042",0,0,0,0,0,0
"TIPRL",15988,15185,7489,7919,12521,9114
"ENSG00000260322",0,0,2,0,0,0
"ENSG00000223495",4,7,10,0,0,0
"NME7",3168,3031,1647,1740,4509,3231
"RCSD1",6,10,0,4,0,6
"FDPSP1",0,2,0,8,0,0
"ENSG00000237756",9,0,0,0,0,4
"TNR",3797,1047,103,242,3614,401
"SFT2D2",3905,7690,1536,2929,5652,5464
"ENSG00000203307",5,9,26,1,2,3
"UCK2",4886,8098,2316,3989,8536,6174
"ENSG00000271187",0,0,0,0,0,0
"ENSG00000274562",0,0,0,0,0,0
"PIGM",25948,31091,6993,5381,27972,19404
"LINC01720",0,0,0,0,0,0
"XCL2",0,0,17,18,0,0
"ENSG00000272931",203,168,50,39,99,80
"POU2F1",10248,13106,8614,8743,17293,13471
"ENSG00000225475",0,0,0,1,0,0
"ENSG00000230898",0,0,0,0,4,1
"CNN2P10",0,1,0,0,0,0
"ENSG00000224698",0,0,0,0,0,0
"LOC105371622",17,21,7,5,23,11
"KIFAP3",16894,18319,4542,7273,22518,9622
"ENSG00000235303",0,0,6,0,6,0
"ENSG00000234810",18,3,2,4,4,9
"LAMC1-AS1",8,9,12,2,8,3
"ENSG00000235628",0,0,0,0,0,0
"MTCO1P14",0,0,0,0,0,0
"TBX15",81,118,65,90,27,24
"ENSG00000238270",0,0,0,0,0,0
"ENSG00000285894",0,0,0,0,0,0
"ENSG00000236025",0,0,0,0,0,0
"ENSG00000230687",0,0,0,0,0,0
"LOC101928628",0,0,0,0,0,0
"ENSG00000283255",0,0,0,0,0,0
"PEA15-AS1",185,51,52,10,78,59
"RPL34P1",0,1,0,0,0,1
"ENSG00000286754",0,2,0,0,1,2
"RPL26P11",0,0,0,2,0,0
"ENSG00000236364",28,18,60,8,35,7
"CD48",0,0,0,0,0,0
"MRPS10P1",0,1,0,0,0,0
"RXRG",108409,164499,19412,39111,73514,21169
"ENSG00000275767",0,0,0,0,0,0
"LINC01657",0,0,0,0,0,0
"TPR",35187,24421,27176,12133,41868,28129
"ENSG00000231992",4,2,0,4,2,5
"ATP1A2",13585,11490,2829,11551,9009,24904
"METTL18",2437,1963,406,566,1241,1041
"LOC105379825",18,4,12,14,13,10
"LINC01680",0,0,0,0,0,0
"LOC101928372",0,0,1,0,0,0
"CHIA",0,0,0,0,0,0
"PRELID1P7",12,0,0,0,0,0
"ENSG00000254154",1,12,0,0,2,6
"EXTL2",5337,4813,2706,3680,6764,5356
"ENSG00000238108",2,0,0,0,0,0
"ENSG00000214262",0,0,0,0,0,0
"EWSR1P1",48,109,14,35,170,105
"DDX59",2851,2829,1606,1692,1976,1665
"NIBAN1",339,543,1024,911,2017,1240
"LPGAT1-AS1",2,0,0,0,1,0
"ENSG00000287472",0,0,0,0,0,0
"ENSG00000241318",0,0,4,2,7,2
"ENSG00000228238",448,262,51,16,243,40
"RPL5P6",0,0,2,0,6,2
"OR10J5",0,0,0,0,0,0
"LAMC2",15,15,59,43,37,87
"DDX59-AS1",48,59,3,34,32,85
"CD58",511,442,185,188,290,407
"ENSG00000232917",0,1,0,4,0,1
"EEF1A1P14",0,33,0,24,37,12
"LOC107985453",0,0,0,0,0,0
"RPS29P4",0,0,0,0,0,0
"GPA33",48,81,52,96,75,424
"XCL1",2,0,7,72,0,16
"ENSG00000260976",0,0,0,0,0,0
"ENSG00000235215",0,0,0,0,0,0
"ENSG00000224691",2,0,0,0,0,0
"ENSG00000286572",16,6,8,6,4,4
"ENSG00000235101",0,0,0,0,0,0
"ENSG00000228215",0,0,0,0,0,0
"KCNJ10",1901,2103,5522,3808,1654,813
"ENSG00000233626",17,35,12,64,25,23
"ENSG00000233691",6,0,0,1,0,0
"ENSG00000283518",28,10,0,2,58,4
"LOC100420658",0,0,6,0,0,0
"NUF2",5551,3875,431,814,4296,4713
"ENSG00000235827",0,1,0,5,0,0
"LOC646870",0,0,0,0,0,0
"ENSG00000231714",0,0,0,0,0,0
"SLC60A1",1393,866,52,221,862,262
"TBX19",225,453,537,436,201,274
"ENSG00000224837",32,44,4,16,54,35
"NR5A2",64,12,128,73,42,8
"LINC02803",28,39,13,10,28,35
"ENSG00000260990",0,0,0,0,0,1
"SCYL3",2987,2974,809,1031,2679,1981
"DUSP10",2147,3657,2907,3098,2021,2921
"ENSG00000285638",0,0,0,0,0,0
"ENSG00000284592",0,0,0,0,0,0
"LOC647132",2,0,1,0,0,0
"LINC02802",0,0,0,0,0,0
"QRSL1P1",0,0,8,0,0,0
"ENSG00000228167",0,0,0,0,0,0
"ENSG00000225325",0,0,0,0,0,0
"ENSG00000223344",0,0,0,0,0,0
"ENSG00000150732",0,0,5,0,0,0
"NMNAT2",5502,4764,1828,2502,15764,2656
"ENSG00000288139",0,0,0,0,0,0
"LINC01139",408,362,30,78,115,0
"TARBP1",2225,990,1282,503,1032,663
"ENSG00000237379",0,1,2,0,0,0
"ENSG00000232959",0,0,0,0,0,0
"LY9",9,0,0,0,1,0
"TDRD5",9,2,0,0,2,2
"ISCUP1",0,0,0,0,0,0
"LOC100131939",201,242,38,24,119,18
"ENSG00000229220",0,0,0,0,0,0
"SCCPDH",22182,22378,5600,9795,19401,15639
"ELK4",2968,3893,4205,2126,3295,4005
"ENSG00000227747",0,0,0,4,0,0
"ENSG00000228081",0,0,0,0,0,0
"ENSG00000228020",0,0,0,0,0,1
"FTH1P2",68,140,94,274,131,102
"TFB2M",4089,3238,1905,1947,2123,2860
"ENSG00000271427",36,24,14,4,18,20
"LYPLAL1",5110,3472,1231,1751,2604,1407
"MPZL1",15283,27629,12692,20167,23588,20330
"INTS7",7685,8890,4877,5682,11726,7584
"ENSG00000230777",15,11,7,0,18,15
"CATSPERE",185,77,20,26,58,23
"ENSG00000224540",0,2,0,0,0,0
"PRDX6",22481,34373,16257,25146,27130,35075
"EDARADD",127,169,63,138,441,398
"ENSG00000229067",0,0,0,0,0,0
"FMO7P",0,0,0,0,0,0
"ENSG00000227711",0,2,5,9,2,4
"LINC03121",0,0,0,0,0,0
"RPL35AP6",0,0,4,0,0,0
"ENSG00000227925",0,0,0,0,1,0
"BRINP3",250,161,61,23,96,37
"ENSG00000225712",0,2,0,3,0,0
"LMX1A",3576,5097,1095,3373,21529,3533
"ADCY10",37,17,77,16,17,9
"SELE",0,2,0,0,0,2
"GPATCH2",4398,4028,2606,2936,5166,3470
"SMYD2",3637,2313,1200,973,4821,3030
"SELL",28,52,12,13,63,14
"CYCSP5",0,0,0,0,0,0
"DPT",0,0,0,2,0,0
"LINC01760",0,0,0,0,0,0
"ENSG00000274702",0,0,0,0,0,0
"ENSG00000226211",0,0,0,0,0,0
"ENSG00000236942",2,4,0,2,5,9
"ENSG00000287205",6,12,8,3,3,1
"CAPN8",14,18,2,2,6,12
"RHOU",3996,3481,1934,2838,6813,4947
"ENSG00000287929",0,0,0,0,0,0
"ENSG00000224896",0,0,0,0,0,0
"RPS3AP10",0,0,0,0,0,0
"RNF2",7959,7614,3382,4124,7658,6594
"LINC01696",0,0,0,0,0,0
"RGS5",372,995,409,1286,896,5568
"SPATA17",375,301,28,48,464,422
"ENSG00000225172",0,0,0,0,0,0
"ENSG00000261642",2,0,0,0,0,0
"ENSG00000228239",0,0,0,0,0,0
"ENSG00000237283",6,0,4,0,0,0
"PRRX1",46,32,110,82,54,141
"ENSG00000238042",0,0,0,2,1,0
"LOC100421842",0,0,0,0,0,0
"ENSG00000231877",0,2,0,0,0,0
"IVNS1ABP",23386,27333,12128,18148,31832,21689
"ENSG00000228536",9,12,15,7,8,3
"ERLNC1",30,10,0,0,8,0
"ENSG00000229242",2,0,0,0,0,0
"ENSG00000228470",1,5,2,1,2,0
"ASTN1",27446,20683,5962,9748,28454,24193
"ENSG00000234984",0,3,0,0,0,2
"ENSG00000231648",0,0,0,0,0,0
"ENSG00000229983",0,8,0,0,2,8
"KRT18P32",0,0,0,0,0,0
"ENSG00000225122",0,0,0,0,0,0
"ENSG00000225920",35,18,34,6,24,11
"DTL",4160,5691,396,705,9324,9782
"TRMT1L",5627,5836,3388,3291,8334,4073
"ENSG00000228437",0,0,0,0,0,0
"SOAT1",4768,5712,2851,4017,6707,5307
"ENSG00000285718",0,0,0,0,0,0
"SPATA17-AS1",0,0,0,0,0,2
"USH2A-AS2",0,0,0,0,0,0
"RPS2P10",0,0,0,2,0,2
"ENSG00000233018",0,0,2,0,0,0
"BATF3",60,43,137,76,41,23
"ENSG00000224783",0,0,0,0,0,0
"CNST",11069,8904,7062,5690,11424,5750
"FTH1P25",0,1,0,0,2,5
"ENSG00000273004",42,32,46,28,146,207
"SOX13",468,596,878,978,1512,2103
"SRP14P4",11,28,4,7,21,12
"RPL27AP2",0,6,8,2,3,1
"NID1",1770,2178,5468,3214,5107,12090
"LOC124904471",0,0,0,0,0,0
"ENSG00000271399",2,0,0,0,0,0
"RPL7AP21",0,2,0,0,0,0
"LINC02257",2,1,2,0,2,0
"RPL21P28",272,137,222,226,96,130
"ZNF678",5485,3687,2188,1659,4654,3837
"ENSG00000223519",85,60,23,6,56,35
"MRPS14",9245,7487,2133,2810,7336,4703
"ENSG00000286285",2,0,0,0,0,6
"ENSG00000225300",4,1,6,0,7,0
"ENSG00000223842",25,2,2,6,1,3
"SLC9C2",17,7,20,0,11,22
"ENSG00000228247",24,4,2,0,8,2
"ENSG00000231424",509,383,17,20,47,10
"LHX9",5074,6137,2456,5235,3907,8895
"ENSG00000287177",0,0,0,0,0,0
"ENSG00000237193",0,0,0,0,0,0
"CHCHD2P5",0,0,0,0,0,0
"DESI2",18427,17757,15164,13964,14798,15528
"SLC26A9",7,23,91,32,4,1
"LINC01142",0,0,0,0,0,0
"SLC45A3",1367,1031,419,630,715,252
"ILDR2",42799,49261,22185,21197,39804,31698
"KIF26B",3461,2148,1041,2312,10971,7917
"ENSG00000232824",0,0,0,0,2,0
"ENSG00000273416",26,38,99,122,77,50
"ENSG00000234142",0,0,0,0,0,0
"ENSG00000282111",2,0,0,0,0,0
"ENSG00000233410",0,0,0,0,0,0
"RRP15",4194,4787,1229,1711,4653,4809
"RPL7AP82",0,0,11,0,0,0
"ENSG00000270443",0,0,0,0,0,0
"TMEM59",39075,31203,30526,33286,36396,25218
"ENSG00000224702",4,3,2,3,26,2
"ENSG00000271811",5,12,2,3,0,0
"LOC100421343",0,0,0,0,0,0
"LINC01221",0,0,0,0,0,0
"ENSG00000287808",206,221,50,26,194,115
"ENSG00000229840",0,0,0,2,2,0
"CACYBP",19391,17413,9060,9148,16423,13486
"ENSG00000226486",0,0,0,0,0,0
"ENSG00000227687",0,0,4,0,0,0
"LINC00210",10,2,0,0,4,0
"ENSG00000286210",0,0,0,0,0,0
"LOC105371672",0,0,0,0,0,0
"ENSG00000225063",2,3,6,0,0,0
"ENSG00000260698",12,12,2,0,26,16
"ENSG00000277007",52,74,40,29,33,14
"ENSG00000229016",0,0,0,0,0,0
"PTPN14",2133,2886,4360,2862,1363,2293
"LINC02815",55,27,0,4,63,23
"ENSG00000286541",0,0,0,0,0,0
"NEK2",8204,10369,1786,3574,10324,11149
"ENSG00000235021",18,7,0,0,4,2
"C1orf53",1124,759,103,200,491,508
"ENSG00000225006",0,0,0,0,0,0
"ENSG00000287633",6,1,0,0,5,0
"ITLN2",8,0,0,0,0,0
"ENSG00000223375",0,0,2,0,0,0
"ENSG00000230714",0,0,0,0,0,0
"ENSG00000261065",0,0,0,0,0,0
"ENSG00000260855",873,1148,107,222,666,338
"ENSG00000236206",25,35,10,11,10,1
"RAB4A",11093,10564,8187,8898,8209,7802
"ENSG00000181101",0,0,0,4,11,2
"TOMM20",42614,56432,54100,44555,44680,39310
"ENSG00000282852",0,0,0,2,0,0
"TADA1",9536,9139,4612,4946,7038,5472
"REN",0,2,0,0,5,0
"LINC01653",14,2,0,0,2,0
"ENSG00000261024",4,7,11,6,7,2
"HMGB1P11",1,2,0,0,1,4
"ENSG00000229703",0,0,0,0,0,0
"LINC00303",0,0,2,0,0,0
"ENSG00000227953",116,115,27,12,202,100
"OR2L6P",58,22,0,0,51,0
"DHX9",41527,36481,9391,12974,70469,58508
"ENSG00000228289",0,0,0,0,0,0
"BTF3L4",14794,13049,7977,8960,18691,12517
"ENSG00000232989",0,0,0,0,0,0
"ENSG00000233537",0,0,0,0,0,0
"SWT1",2222,1874,1149,981,2303,1919
"FBXO28",12368,11183,5343,5127,7717,9151
"ENSG00000278180",0,0,0,0,0,0
"RPL4P2",0,0,2,0,2,2
"ENSG00000287676",38,33,67,34,24,25
"ENSG00000236792",0,4,0,2,8,4
"COP1",14885,13640,4272,5878,11039,7610
"ENSG00000270859",0,0,0,0,0,0
"ENSG00000238224",0,0,0,0,1,0
"ENSG00000286775",11,8,0,4,36,4
"OR2L9P",1,0,0,0,0,0
"ENSG00000230404",0,0,0,0,0,0
"ENSG00000236230",0,0,7,4,2,0
"SLAMF7",0,0,0,0,0,0
"RGS18",0,0,2,0,0,0
"GNPAT",13746,15032,6064,7341,14304,11154
"TGFB2",7253,7317,10941,10963,5765,9526
"ODR4",6164,3925,4719,2123,3848,3711
"ENSG00000250762",9,12,8,12,30,16
"LINC01741",70,162,10,86,14,18
"LINC01724",0,0,2,0,4,0
"ENSG00000227240",5,4,2,1,0,0
"FMO4",421,559,174,187,496,301
"ENSG00000286073",14,16,45,27,31,0
"ENSG00000231084",44,78,20,25,65,45
"NSL1",9428,7603,3503,3839,7405,6838
"ENSG00000235083",0,0,0,0,0,0
"HFM1",1719,466,186,62,677,382
"ATP1A4",26,25,62,2,16,15
"ENSG00000225904",9,0,0,0,2,0
"MCRIP2P2",0,0,0,0,0,0
"LINC00538",2,2,0,0,14,2
"GALNT2",23246,21759,7880,10602,34210,34493
"LINC01132",23,6,10,2,9,16
"ENSG00000228830",0,0,0,0,0,0
"FMO1",17,8,8,4,18,6
"LOC124900414",0,0,0,2,1,0
"ENSG00000276520",0,0,0,0,1,0
"ENSG00000226640",4,0,0,0,0,0
"SPRTN",3967,4018,2175,2312,3769,4598
"EGLN1",9351,4612,3766,2387,6534,9355
"LINC02961",0,0,0,0,0,0
"RPL5P5",0,6,0,6,2,0
"ENSG00000238054",0,0,0,0,0,0
"FCRL1",0,0,0,0,0,0
"GNG4",7563,9751,4631,6565,14847,5385
"TGFB2-OT1",0,0,0,0,0,0
"TUBB8P10",0,0,0,2,2,0
"LINC00184",31,14,0,8,0,0
"QRSL1P2",0,0,0,0,0,0
"PAPPA2",1314,1324,846,821,1848,468
"TSNAX-DISC1",2,0,4,0,1,3
"ENSG00000232194",4,2,10,0,2,2
"ENSG00000235152",0,2,0,0,0,0
"ENSG00000231612",4,1,0,0,1,0
"ENSG00000237980",2,0,0,0,0,0
"CLPTM1LP1",0,0,0,0,0,0
"ENSG00000230849",6,20,2,15,12,2
"LRRN2",29892,29707,7856,13522,22240,16580
"ENSG00000226868",11,7,2,4,6,3
"ENSG00000279401",0,0,0,0,0,0
"ENSG00000272362",0,0,0,0,0,0
"ENSG00000287450",0,1,0,1,0,4
"ENSG00000237011",0,0,0,0,0,0
"ENSG00000233583",0,0,0,0,0,0
"PPP2R5A",4919,3942,4187,4750,2224,2366
"ENSG00000286263",4,2,4,4,0,0
"LOC124904542",13,3,32,0,19,5
"ENSG00000236372",0,0,0,0,0,0
"ENSG00000224525",0,0,0,0,0,0
"SPMIP3",6,17,0,0,5,12
"SUCO",35054,30636,25523,13916,18678,17278
"ENSG00000225811",0,0,2,0,0,0
"ENSG00000273093",0,0,0,0,0,0
"ATF3",1442,1789,1948,2510,4310,4781
"ENSG00000227818",4,0,0,0,0,0
"RNASEL",829,1043,607,925,2086,530
"ENSG00000286398",0,0,0,0,0,0
"PLXNA2",9505,4878,2598,3728,24565,10157
"SPATA45",22,27,7,5,36,17
"LOC124904585",6,0,0,0,0,5
"PLA2G4A",523,808,524,1128,560,463
"ENSG00000226750",2,0,0,0,0,0
"ENSG00000285665",40,53,26,20,82,50
"RPS3AP9",0,0,0,0,0,0
"ENSG00000224436",0,0,0,0,0,0
"LINC02869",6,5,4,8,2,4
"ENSG00000273384",111,137,14,38,55,55
"ENSG00000238061",4,2,5,3,6,7
"ENSG00000234915",12,7,5,2,0,1
"ETNK2",10760,8748,2284,2908,3830,1820
"ENSG00000235862",0,0,0,0,0,0
"ENSG00000227585",0,0,0,0,0,0
"SHCBP1L",2,0,0,0,1,0
"RPL23AP22",0,0,0,0,0,0
"ENSG00000224260",0,0,0,0,0,0
"ENSG00000213045",0,0,2,0,0,0
"ENSG00000287220",0,0,2,0,0,0
"ENSG00000230063",0,0,2,0,0,0
"RPL10AP5",0,1,0,0,0,0
"LPGAT1",23500,22619,11864,11510,24926,11130
"PROX1",2534,1854,5646,1854,4594,2748
"LOC101927787",48,12,10,0,6,0
"RPL23AP18",0,2,2,2,4,0
"ENSG00000224407",0,0,0,0,0,0
"RPL13P7",2,0,0,0,0,1
"BRINP3-DT",90,62,13,7,49,11
"DUTP6",64,117,104,132,24,50
"ENSG00000226843",0,0,0,0,0,0
"ENSG00000235386",1,0,0,0,0,0
"PFKFB2",3044,3131,1556,1568,4479,2098
"ENSG00000213690",0,0,2,0,0,0
"ENSG00000223982",0,0,0,0,0,0
"ENSG00000229832",2,10,12,9,0,4
"NENF",7918,10095,2802,6041,6867,5438
"ENSG00000225233",0,0,0,0,0,0
"ENSG00000274895",49,42,4,0,26,21
"ENSG00000237514",0,0,0,0,0,0
"ENSG00000287856",2,2,3,4,5,3
"ENSG00000228067",11,0,4,7,7,2
"ENSG00000226375",0,0,4,0,1,1
"TATDN3",5746,4159,1213,1608,3224,2034
"ENSG00000224040",0,2,1,4,3,2
"ENSG00000228686",18,32,130,97,14,16
"ENSG00000279838",184,187,4,26,110,148
"SELP",4,0,0,6,2,4
"SLC4A1APP2",0,0,0,0,2,0
"ENSG00000241475",4,0,0,0,0,0
"ENSG00000215800",0,0,0,0,0,0
"LOC105372937",0,0,0,0,0,0
"BPNT2P1",0,0,0,0,0,0
"CAMK1G",1582,1493,861,1235,1208,1327
"ZNF672",22932,23430,11086,14121,21778,16279
"ENSG00000241505",3,0,0,0,0,0
"LINC02771",4,3,0,3,0,4
"ENSG00000282097",0,2,0,0,2,0
"ENSG00000261453",2,0,0,0,0,0
"ENSG00000231020",0,0,0,0,0,0
"LOC100129949",0,0,0,0,0,0
"LAMB3",134,64,40,34,106,41
"DSTYK",14660,15196,9201,10703,14595,11946
"ENSG00000225561",1,0,0,0,2,0
"ENSG00000242529",0,0,0,0,0,0
"ARHGEF10L",18080,12586,8789,7384,21549,12831
"ENSG00000223847",0,0,0,0,0,0
"LOC100420879",0,0,0,0,2,0
"TSNAX",6163,7091,3103,3452,5948,5166
"LOC105372906",53,69,27,61,62,53
"ENSG00000259815",0,0,0,0,0,0
"ENSG00000240963",0,0,0,0,5,0
"ENSG00000226570",0,1,0,0,0,0
"NOS1AP",6654,4840,2616,1260,3996,2991
"ENSG00000272167",2,0,2,0,0,0
"ENSG00000230628",2,0,0,8,6,0
"GARIN4",0,0,0,0,0,2
"ENSG00000227579",9860,8498,1349,5063,750,391
"RNPEP",7450,11053,2408,5215,8556,6997
"ANGEL2",5720,5473,3118,2536,5592,4860
"ITLN1",42,12,0,0,35,0
"KIAA0040",226,211,94,147,67,149
"RGSL1",2,0,8,0,8,0
"DISC1-IT1",0,1,2,0,1,1
"RPS5P4",13,22,13,3,7,12
"ENSG00000233304",26,18,10,5,31,0
"ENSG00000288007",8,1,0,0,5,0
"ENSG00000227887",0,0,0,2,0,0
"EXOC8",4235,4534,2699,2031,3682,4059
